number_of_reviews,price,,N,mean,sd,,
1,$29.00 ,,,,,,
1,$400.00 ,,,,,,
1,$545.00 ,,,,,,
1,$22.00 ,,,,,,
1,$140.00 ,,,,,,
1,$125.00 ,,,,,,
1,$150.00 ,,,,,,
1,$125.00 ,,,,,,
1,$95.00 ,,,,,,
1,$92.00 ,,,,,,
1,$39.00 ,,,,,,
1,$136.00 ,,,,,,
1,$59.00 ,,,,,,
1,$500.00 ,,,,,,
1,$200.00 ,,,,,,
1,$75.00 ,,,,,,
1,$150.00 ,,,,,,
1,$62.00 ,,,,,,
1,$119.00 ,,,,,,
1,$50.00 ,,,,,,
1,$135.00 ,,,,,,
1,$150.00 ,,,,,,
1,$70.00 ,,,,,,
1,$160.00 ,,,,,,
1,$359.00 ,,,,,,
2,$150.00 ,,,,,,
2,$99.00 ,,,,,,
2,$85.00 ,,,,,,
2,$129.00 ,,,,,,
2,$75.00 ,,,,,,
2,$45.00 ,,,,,,
2,$80.00 ,,,,,,
2,$50.00 ,,,,,,
2,$150.00 ,,,,,,
2,$39.00 ,,,,,,
2,$115.00 ,,,,,,
2,$235.00 ,,,,,,
2,$250.00 ,,,,,,
2,$195.00 ,,,,,,
2,$40.00 ,,,,,,
2,$166.00 ,,,,,,
2,$150.00 ,,,,,,
2,$200.00 ,,,,,,
2,$130.00 ,,,,,,
2,$50.00 ,,,,,,
2,$130.00 ,,,,,,
2,$120.00 ,,,,,,
2,$395.00 ,,,,,,
2,$300.00 ,,,,,,
2,$150.00 ,,,,,,
2,$250.00 ,,,,,,
2,$145.00 ,,,,,,
2,$225.00 ,,,,,,
2,$85.00 ,,,,,,
2,$170.00 ,,,,,,
2,$275.00 ,,,,,,
2,$78.00 ,,,,,,
2,$90.00 ,,,,,,
2,$175.00 ,,,,,,
2,$195.00 ,,,,,,
2,$85.00 ,,,,,,
2,$175.00 ,,,,,,
2,$350.00 ,,,,,,
2,$65.00 ,,,,,,
2,$125.00 ,,,,,,
2,$295.00 ,,,,,,
2,$93.00 ,,,,,,
2,$98.00 ,,,,,,
2,$42.00 ,,,,,,
2,$250.00 ,,,,,,
2,$210.00 ,,,,,,
2,$50.00 ,,,,,,
2,$145.00 ,,,,,,
2,$100.00 ,,,,,,
2,$119.00 ,,,,,,
2,$100.00 ,,,,,,
2,$80.00 ,,,,,,
2,$400.00 ,,,,,,
2,$350.00 ,,,,,,
2,$285.00 ,,,,,,
2,$66.00 ,,,,,,
2,$65.00 ,,,,,,
2,$135.00 ,,,,,,
2,$150.00 ,,,,,,
2,$129.00 ,,,,,,
2,$59.00 ,,,,,,
2,$195.00 ,,,,,,
2,$600.00 ,,,,,,
2,$100.00 ,,,,,,
2,$200.00 ,,,,,,
2,$250.00 ,,,,,,
2,$280.00 ,,,,,,
2,$225.00 ,,,,,,
2,$95.00 ,,,,,,
2,$130.00 ,,,,,,
2,$139.00 ,,,,,,
2,$150.00 ,,,,,,
2,$170.00 ,,,,,,
2,$245.00 ,,,,,,
2,$139.00 ,,,,,,
2,$475.00 ,,,,,,
2,$150.00 ,,,,,,
2,$399.00 ,,,,,,
2,$150.00 ,,,,,,
2,$425.00 ,,,,,,
2,$120.00 ,,,,,,
2,$112.00 ,,,,,,
2,$40.00 ,,,,,,
2,$35.00 ,,,,,,
2,$100.00 ,,,,,,
2,$117.00 ,,,,,,
2,$79.00 ,,,,,,
2,$219.00 ,,,,,,
2,$250.00 ,,,,,,
2,$168.00 ,,,,,,
2,$121.00 ,,,,,,
2,$290.00 ,,,,,,
2,$169.00 ,,,,,,
2,$230.00 ,,,,,,
2,$200.00 ,,,,,,
2,$150.00 ,,,,,,
2,$115.00 ,,,,,,
2,$179.00 ,,,,,,
2,$75.00 ,,,,,,
2,$125.00 ,,,,,,
2,$40.00 ,,,,,,
2,$269.00 ,,,,,,
2,$120.00 ,,,,,,
2,$225.00 ,,,,,,
2,$350.00 ,,,,,,
2,$185.00 ,,,,,,
2,$225.00 ,,,,,,
2,$119.00 ,,,,,,
2,$95.00 ,,,,,,
2,$75.00 ,,,,,,
2,$65.00 ,,,,,,
2,$95.00 ,,,,,,
2,$215.00 ,,,,,,
2,$249.00 ,,,,,,
2,$320.00 ,,,,,,
2,$80.00 ,,,,,,
2,$55.00 ,,,,,,
2,$100.00 ,,,,,,
2,$51.00 ,,,,,,
2,$80.00 ,,,,,,
2,$100.00 ,,,,,,
2,$280.00 ,,,,,,
2,$75.00 ,,,,,,
2,$225.00 ,,,,,,
2,$495.00 ,,,,,,
2,$180.00 ,,,,,,
2,$74.00 ,,,,,,
2,$45.00 ,,,,,,
2,$50.00 ,,,,,,
2,$75.00 ,,,,,,
2,$70.00 ,,,,,,
2,$175.00 ,,,,,,
2,$50.00 ,,,,,,
2,$97.00 ,,,,,,
2,$85.00 ,,,,,,
2,$70.00 ,,,,,,
2,$155.00 ,,,,,,
2,$140.00 ,,,,,,
2,$99.00 ,,,,,,
2,$279.00 ,,,,,,
2,$35.00 ,,,,,,
2,$42.00 ,,,,,,
2,$51.00 ,,,,,,
2,$139.00 ,,,,,,
2,$138.00 ,,,,,,
2,$39.00 ,,,,,,
2,$40.00 ,,,,,,
2,$80.00 ,,,,,,
2,$60.00 ,,,,,,
2,$58.00 ,,,,,,
2,$175.00 ,,,,,,
2,$150.00 ,,,,,,
2,$148.00 ,,,,,,
2,$69.00 ,,,,,,
2,$69.00 ,,,,,,
2,$90.00 ,,,,,,
2,$220.00 ,,,,,,
2,$25.00 ,,,,,,
2,$49.00 ,,,,,,
2,$65.00 ,,,,,,
2,$80.00 ,,,,,,
2,$69.00 ,,,,,,
2,$100.00 ,,,,,,
2,$100.00 ,,,,,,
2,$125.00 ,,,,,,
2,$239.00 ,,,,,,
2,$85.00 ,,,,,,
2,$350.00 ,,,,,,
2,$175.00 ,,,,,,
2,$69.00 ,,,,,,
2,$29.00 ,,,,,,
2,$110.00 ,,,,,,
2,$68.00 ,,,,,,
2,$110.00 ,,,,,,
2,$150.00 ,,,,,,
2,$115.00 ,,,,,,
2,$300.00 ,,,,,,
2,$98.00 ,,,,,,
2,$189.00 ,,,,,,
2,$99.00 ,,,,,,
2,$98.00 ,,,,,,
2,$100.00 ,,,,,,
2,$38.00 ,,,,,,
2,$70.00 ,,,,,,
2,$60.00 ,,,,,,
2,$70.00 ,,,,,,
2,$35.00 ,,,,,,
2,$65.00 ,,,,,,
2,$110.00 ,,,,,,
2,$75.00 ,,,,,,
2,$67.00 ,,,,,,
2,$80.00 ,,,,,,
2,$275.00 ,,,,,,
2,$108.00 ,,,,,,
2,$90.00 ,,,,,,
2,$50.00 ,,,,,,
2,$78.00 ,,,,,,
2,$150.00 ,,,,,,
2,$80.00 ,,,,,,
2,$65.00 ,,,,,,
2,$150.00 ,,,,,,
2,$400.00 ,,,,,,
2,$100.00 ,,,,,,
2,$110.00 ,,,,,,
2,$48.00 ,,,,,,
2,$102.00 ,,,,,,
2,$85.00 ,,,,,,
2,$60.00 ,,,,,,
2,$150.00 ,,,,,,
2,$150.00 ,,,,,,
2,$30.00 ,,,,,,
2,$83.00 ,,,,,,
2,$195.00 ,,,,,,
2,$150.00 ,,,,,,
2,$69.00 ,,,,,,
2,$49.00 ,,,,,,
2,$120.00 ,,,,,,
2,$60.00 ,,,,,,
2,$135.00 ,,,,,,
2,$50.00 ,,,,,,
2,$150.00 ,,,,,,
2,$150.00 ,,,,,,
2,$65.00 ,,,,,,
2,$79.00 ,,,,,,
3,$165.00 ,,,,,,
3,$110.00 ,,,,,,
3,$137.00 ,,,,,,
3,$295.00 ,,,,,,
3,$70.00 ,,,,,,
3,$90.00 ,,,,,,
3,$190.00 ,,,,,,
3,$335.00 ,,,,,,
3,$200.00 ,,,,,,
3,$80.00 ,,,,,,
3,$80.00 ,,,,,,
3,$200.00 ,,,,,,
3,$40.00 ,,,,,,
3,$105.00 ,,,,,,
3,$99.00 ,,,,,,
3,$40.00 ,,,,,,
3,$74.00 ,,,,,,
3,$99.00 ,,,,,,
3,$85.00 ,,,,,,
3,$145.00 ,,,,,,
3,$199.00 ,,,,,,
3,$350.00 ,,,,,,
3,$240.00 ,,,,,,
3,$150.00 ,,,,,,
3,$75.00 ,,,,,,
3,$95.00 ,,,,,,
3,$75.00 ,,,,,,
3,$105.00 ,,,,,,
3,$380.00 ,,,,,,
3,$225.00 ,,,,,,
3,$80.00 ,,,,,,
3,$70.00 ,,,,,,
3,$118.00 ,,,,,,
3,$70.00 ,,,,,,
3,$90.00 ,,,,,,
3,$75.00 ,,,,,,
3,$175.00 ,,,,,,
3,$199.00 ,,,,,,
3,$65.00 ,,,,,,
3,$122.00 ,,,,,,
3,$115.00 ,,,,,,
3,$55.00 ,,,,,,
3,$500.00 ,,,,,,
3,$90.00 ,,,,,,
3,$41.00 ,,,,,,
3,$129.00 ,,,,,,
3,$100.00 ,,,,,,
3,$115.00 ,,,,,,
3,$119.00 ,,,,,,
3,$350.00 ,,,,,,
3,$125.00 ,,,,,,
3,$129.00 ,,,,,,
3,$350.00 ,,,,,,
3,$275.00 ,,,,,,
3,$127.00 ,,,,,,
3,$117.00 ,,,,,,
3,$215.00 ,,,,,,
3,$139.00 ,,,,,,
3,$127.00 ,,,,,,
3,$122.00 ,,,,,,
3,$335.00 ,,,,,,
3,$250.00 ,,,,,,
3,$126.00 ,,,,,,
3,$245.00 ,,,,,,
3,$89.00 ,,,,,,
3,$140.00 ,,,,,,
3,$120.00 ,,,,,,
3,$130.00 ,,,,,,
3,$129.00 ,,,,,,
3,$110.00 ,,,,,,
3,$140.00 ,,,,,,
3,$105.00 ,,,,,,
3,$89.00 ,,,,,,
3,$95.00 ,,,,,,
3,$100.00 ,,,,,,
3,$225.00 ,,,,,,
3,$28.00 ,,,,,,
3,$41.00 ,,,,,,
3,$75.00 ,,,,,,
3,$79.00 ,,,,,,
3,$180.00 ,,,,,,
3,$69.00 ,,,,,,
3,$60.00 ,,,,,,
3,$50.00 ,,,,,,
3,$49.00 ,,,,,,
3,$99.00 ,,,,,,
3,$115.00 ,,,,,,
3,$60.00 ,,,,,,
3,$65.00 ,,,,,,
3,$60.00 ,,,,,,
3,$85.00 ,,,,,,
3,$85.00 ,,,,,,
3,$41.00 ,,,,,,
3,$110.00 ,,,,,,
3,$65.00 ,,,,,,
3,$60.00 ,,,,,,
3,$175.00 ,,,,,,
3,$49.00 ,,,,,,
3,$59.00 ,,,,,,
3,$125.00 ,,,,,,
3,$200.00 ,,,,,,
3,$39.00 ,,,,,,
3,$30.00 ,,,,,,
3,$45.00 ,,,,,,
3,$95.00 ,,,,,,
3,$64.00 ,,,,,,
3,$51.00 ,,,,,,
3,$29.00 ,,,,,,
3,$110.00 ,,,,,,
3,$245.00 ,,,,,,
3,$129.00 ,,,,,,
3,$175.00 ,,,,,,
3,$150.00 ,,,,,,
3,$150.00 ,,,,,,
3,$100.00 ,,,,,,
3,$50.00 ,,,,,,
3,$99.00 ,,,,,,
3,$81.00 ,,,,,,
3,$99.00 ,,,,,,
3,$150.00 ,,,,,,
3,$125.00 ,,,,,,
3,$130.00 ,,,,,,
3,$100.00 ,,,,,,
3,$175.00 ,,,,,,
3,$96.00 ,,,,,,
3,$126.00 ,,,,,,
3,$150.00 ,,,,,,
3,$25.00 ,,,,,,
3,$90.00 ,,,,,,
3,$99.00 ,,,,,,
3,$135.00 ,,,,,,
3,$80.00 ,,,,,,
3,$130.00 ,,,,,,
3,$42.00 ,,,,,,
3,$95.00 ,,,,,,
3,$59.00 ,,,,,,
3,$135.00 ,,,,,,
3,$275.00 ,,,,,,
3,$310.00 ,,,,,,
3,$100.00 ,,,,,,
3,$110.00 ,,,,,,
3,$350.00 ,,,,,,
3,$200.00 ,,,,,,
3,$70.00 ,,,,,,
3,$139.00 ,,,,,,
3,$100.00 ,,,,,,
3,$200.00 ,,,,,,
3,$100.00 ,,,,,,
3,$95.00 ,,,,,,
3,$110.00 ,,,,,,
3,$95.00 ,,,,,,
3,$80.00 ,,,,,,
3,$300.00 ,,,,,,
3,$95.00 ,,,,,,
3,$450.00 ,,,,,,
3,$300.00 ,,,,,,
3,$40.00 ,,,,,,
4,$80.00 ,,,,,,
4,$200.00 ,,,,,,
4,$79.00 ,,,,,,
4,$225.00 ,,,,,,
4,$61.00 ,,,,,,
4,$250.00 ,,,,,,
4,$68.00 ,,,,,,
4,$295.00 ,,,,,,
4,$89.00 ,,,,,,
4,$40.00 ,,,,,,
4,$70.00 ,,,,,,
4,$40.00 ,,,,,,
4,$175.00 ,,,,,,
4,$40.00 ,,,,,,
4,$250.00 ,,,,,,
4,$40.00 ,,,,,,
4,$76.00 ,,,,,,
4,$99.00 ,,,,,,
4,$140.00 ,,,,,,
4,$79.00 ,,,,,,
4,$65.00 ,,,,,,
4,$150.00 ,,,,,,
4,$78.00 ,,,,,,
4,$74.00 ,,,,,,
4,$40.00 ,,,,,,
4,$330.00 ,,,,,,
4,$100.00 ,,,,,,
4,$110.00 ,,,,,,
4,$114.00 ,,,,,,
4,$160.00 ,,,,,,
4,$200.00 ,,,,,,
4,$160.00 ,,,,,,
4,$156.00 ,,,,,,
4,$175.00 ,,,,,,
4,$100.00 ,,,,,,
4,$70.00 ,,,,,,
4,$85.00 ,,,,,,
4,$55.00 ,,,,,,
4,$42.00 ,,,,,,
4,$75.00 ,,,,,,
4,$229.00 ,,,,,,
4,$100.00 ,,,,,,
4,$250.00 ,,,,,,
4,$125.00 ,,,,,,
4,$249.00 ,,,,,,
4,$139.00 ,,,,,,
4,$195.00 ,,,,,,
4,$150.00 ,,,,,,
4,$405.00 ,,,,,,
4,$239.00 ,,,,,,
4,$140.00 ,,,,,,
4,$117.00 ,,,,,,
4,$106.00 ,,,,,,
4,$100.00 ,,,,,,
4,$165.00 ,,,,,,
4,$190.00 ,,,,,,
4,$143.00 ,,,,,,
4,$150.00 ,,,,,,
4,$300.00 ,,,,,,
4,$185.00 ,,,,,,
4,$169.00 ,,,,,,
4,$249.00 ,,,,,,
4,$175.00 ,,,,,,
4,$199.00 ,,,,,,
4,$119.00 ,,,,,,
4,$69.00 ,,,,,,
4,$70.00 ,,,,,,
4,$109.00 ,,,,,,
4,$75.00 ,,,,,,
4,$165.00 ,,,,,,
4,$30.00 ,,,,,,
4,$130.00 ,,,,,,
4,$55.00 ,,,,,,
4,$90.00 ,,,,,,
4,$25.00 ,,,,,,
4,$175.00 ,,,,,,
4,$300.00 ,,,,,,
4,$80.00 ,,,,,,
4,$169.00 ,,,,,,
4,$69.00 ,,,,,,
4,$60.00 ,,,,,,
4,$65.00 ,,,,,,
4,$55.00 ,,,,,,
4,$65.00 ,,,,,,
4,$220.00 ,,,,,,
4,$109.00 ,,,,,,
4,$35.00 ,,,,,,
4,$110.00 ,,,,,,
4,$45.00 ,,,,,,
4,$150.00 ,,,,,,
4,$55.00 ,,,,,,
4,$100.00 ,,,,,,
4,$120.00 ,,,,,,
4,$59.00 ,,,,,,
4,$98.00 ,,,,,,
4,$28.00 ,,,,,,
4,$55.00 ,,,,,,
4,$60.00 ,,,,,,
4,$525.00 ,,,,,,
4,$80.00 ,,,,,,
4,$65.00 ,,,,,,
4,$180.00 ,,,,,,
4,$130.00 ,,,,,,
4,$59.00 ,,,,,,
4,$175.00 ,,,,,,
4,$145.00 ,,,,,,
4,$49.00 ,,,,,,
4,$70.00 ,,,,,,
4,$155.00 ,,,,,,
4,$250.00 ,,,,,,
4,$80.00 ,,,,,,
4,$69.00 ,,,,,,
4,$212.00 ,,,,,,
4,$100.00 ,,,,,,
4,$75.00 ,,,,,,
4,$139.00 ,,,,,,
4,$115.00 ,,,,,,
4,$100.00 ,,,,,,
4,$152.00 ,,,,,,
4,$95.00 ,,,,,,
4,$105.00 ,,,,,,
4,$65.00 ,,,,,,
4,$105.00 ,,,,,,
4,$49.00 ,,,,,,
4,$110.00 ,,,,,,
4,$95.00 ,,,,,,
4,$70.00 ,,,,,,
4,$60.00 ,,,,,,
4,$150.00 ,,,,,,
4,$60.00 ,,,,,,
4,$65.00 ,,,,,,
4,$50.00 ,,,,,,
4,$80.00 ,,,,,,
4,$96.00 ,,,,,,
4,$115.00 ,,,,,,
4,$38.00 ,,,,,,
4,$125.00 ,,,,,,
4,$180.00 ,,,,,,
4,$99.00 ,,,,,,
4,$39.00 ,,,,,,
4,$150.00 ,,,,,,
4,$150.00 ,,,,,,
4,$165.00 ,,,,,,
4,$60.00 ,,,,,,
4,$75.00 ,,,,,,
4,$165.00 ,,,,,,
4,$300.00 ,,,,,,
4,$158.00 ,,,,,,
4,$99.00 ,,,,,,
4,$105.00 ,,,,,,
4,$180.00 ,,,,,,
4,$200.00 ,,,,,,
4,$149.00 ,,,,,,
4,$232.00 ,,,,,,
4,$67.00 ,,,,,,
4,$210.00 ,,,,,,
4,$400.00 ,,,,,,
4,$400.00 ,,,,,,
4,$65.00 ,,,,,,
4,$250.00 ,,,,,,
5,$700.00 ,,,,,,
5,$222.00 ,,,,,,
5,$348.00 ,,,,,,
5,$465.00 ,,,,,,
5,$175.00 ,,,,,,
5,$115.00 ,,,,,,
5,$135.00 ,,,,,,
5,$80.00 ,,,,,,
5,$130.00 ,,,,,,
5,$150.00 ,,,,,,
5,$219.00 ,,,,,,
5,$91.00 ,,,,,,
5,$199.00 ,,,,,,
5,$209.00 ,,,,,,
5,$575.00 ,,,,,,
5,$250.00 ,,,,,,
5,$215.00 ,,,,,,
5,$85.00 ,,,,,,
5,$40.00 ,,,,,,
5,$200.00 ,,,,,,
5,$85.00 ,,,,,,
5,$100.00 ,,,,,,
5,$235.00 ,,,,,,
5,$55.00 ,,,,,,
5,$140.00 ,,,,,,
5,$550.00 ,,,,,,
5,$110.00 ,,,,,,
5,$85.00 ,,,,,,
5,$73.00 ,,,,,,
5,$105.00 ,,,,,,
5,$250.00 ,,,,,,
5,$130.00 ,,,,,,
5,$85.00 ,,,,,,
5,$135.00 ,,,,,,
5,$163.00 ,,,,,,
5,$149.00 ,,,,,,
5,$199.00 ,,,,,,
5,$200.00 ,,,,,,
5,$899.00 ,,,,,,
5,$139.00 ,,,,,,
5,$175.00 ,,,,,,
5,$193.00 ,,,,,,
5,$165.00 ,,,,,,
5,$75.00 ,,,,,,
5,$139.00 ,,,,,,
5,$197.00 ,,,,,,
5,$110.00 ,,,,,,
5,$135.00 ,,,,,,
5,$144.00 ,,,,,,
5,$115.00 ,,,,,,
5,$165.00 ,,,,,,
5,$42.00 ,,,,,,
5,$125.00 ,,,,,,
5,$75.00 ,,,,,,
5,$49.00 ,,,,,,
5,$75.00 ,,,,,,
5,$150.00 ,,,,,,
5,$51.00 ,,,,,,
5,$95.00 ,,,,,,
5,$170.00 ,,,,,,
5,$85.00 ,,,,,,
5,$175.00 ,,,,,,
5,$299.00 ,,,,,,
5,$50.00 ,,,,,,
5,$105.00 ,,,,,,
5,$63.00 ,,,,,,
5,$99.00 ,,,,,,
5,$95.00 ,,,,,,
5,$95.00 ,,,,,,
5,$45.00 ,,,,,,
5,$120.00 ,,,,,,
5,$135.00 ,,,,,,
5,$160.00 ,,,,,,
5,$400.00 ,,,,,,
5,$120.00 ,,,,,,
5,$110.00 ,,,,,,
5,$99.00 ,,,,,,
5,$79.00 ,,,,,,
5,$53.00 ,,,,,,
5,$150.00 ,,,,,,
5,$75.00 ,,,,,,
5,$198.00 ,,,,,,
5,$98.00 ,,,,,,
5,$200.00 ,,,,,,
5,$82.00 ,,,,,,
5,$95.00 ,,,,,,
5,$65.00 ,,,,,,
5,$91.00 ,,,,,,
5,$43.00 ,,,,,,
5,$150.00 ,,,,,,
5,$225.00 ,,,,,,
5,$89.00 ,,,,,,
5,$75.00 ,,,,,,
5,$120.00 ,,,,,,
5,$190.00 ,,,,,,
5,$145.00 ,,,,,,
5,$160.00 ,,,,,,
5,$92.00 ,,,,,,
5,$125.00 ,,,,,,
5,$78.00 ,,,,,,
5,$375.00 ,,,,,,
5,$88.00 ,,,,,,
5,$112.00 ,,,,,,
5,$950.00 ,,,,,,
5,$200.00 ,,,,,,
5,$125.00 ,,,,,,
5,$75.00 ,,,,,,
5,$129.00 ,,,,,,
5,$109.00 ,,,,,,
5,$100.00 ,,,,,,
5,$200.00 ,,,,,,
5,$120.00 ,,,,,,
5,$125.00 ,,,,,,
5,$45.00 ,,,,,,
5,$125.00 ,,,,,,
5,$43.00 ,,,,,,
5,$125.00 ,,,,,,
5,$99.00 ,,,,,,
5,$80.00 ,,,,,,
5,$65.00 ,,,,,,
5,$154.00 ,,,,,,
6,$300.00 ,,,,,,
6,$125.00 ,,,,,,
6,$100.00 ,,,,,,
6,$350.00 ,,,,,,
6,$94.00 ,,,,,,
6,$680.00 ,,,,,,
6,$40.00 ,,,,,,
6,$150.00 ,,,,,,
6,$40.00 ,,,,,,
6,$100.00 ,,,,,,
6,$40.00 ,,,,,,
6,$210.00 ,,,,,,
6,$445.00 ,,,,,,
6,$348.00 ,,,,,,
6,$179.00 ,,,,,,
6,$300.00 ,,,,,,
6,$85.00 ,,,,,,
6,$325.00 ,,,,,,
6,$95.00 ,,,,,,
6,$75.00 ,,,,,,
6,$73.00 ,,,,,,
6,$109.00 ,,,,,,
6,$66.00 ,,,,,,
6,$500.00 ,,,,,,
6,$41.00 ,,,,,,
6,$90.00 ,,,,,,
6,$40.00 ,,,,,,
6,$225.00 ,,,,,,
6,$120.00 ,,,,,,
6,$75.00 ,,,,,,
6,$150.00 ,,,,,,
6,$149.00 ,,,,,,
6,$179.00 ,,,,,,
6,$110.00 ,,,,,,
6,$100.00 ,,,,,,
6,$134.00 ,,,,,,
6,$183.00 ,,,,,,
6,$45.00 ,,,,,,
6,$105.00 ,,,,,,
6,$95.00 ,,,,,,
6,$229.00 ,,,,,,
6,$148.00 ,,,,,,
6,$300.00 ,,,,,,
6,$89.00 ,,,,,,
6,$142.00 ,,,,,,
6,$187.00 ,,,,,,
6,$171.00 ,,,,,,
6,$187.00 ,,,,,,
6,$114.00 ,,,,,,
6,$127.00 ,,,,,,
6,$105.00 ,,,,,,
6,$100.00 ,,,,,,
6,$77.00 ,,,,,,
6,$100.00 ,,,,,,
6,$89.00 ,,,,,,
6,$125.00 ,,,,,,
6,$54.00 ,,,,,,
6,$120.00 ,,,,,,
6,$85.00 ,,,,,,
6,$300.00 ,,,,,,
6,$34.00 ,,,,,,
6,$95.00 ,,,,,,
6,$215.00 ,,,,,,
6,$270.00 ,,,,,,
6,$87.00 ,,,,,,
6,$40.00 ,,,,,,
6,$100.00 ,,,,,,
6,$90.00 ,,,,,,
6,$125.00 ,,,,,,
6,$85.00 ,,,,,,
6,$90.00 ,,,,,,
6,$94.00 ,,,,,,
6,$67.00 ,,,,,,
6,$35.00 ,,,,,,
6,$125.00 ,,,,,,
6,$80.00 ,,,,,,
6,$55.00 ,,,,,,
6,$260.00 ,,,,,,
6,$175.00 ,,,,,,
6,$65.00 ,,,,,,
6,$120.00 ,,,,,,
6,$114.00 ,,,,,,
6,$75.00 ,,,,,,
6,$115.00 ,,,,,,
6,$69.00 ,,,,,,
6,$93.00 ,,,,,,
6,$69.00 ,,,,,,
6,$200.00 ,,,,,,
6,$95.00 ,,,,,,
6,$90.00 ,,,,,,
6,$69.00 ,,,,,,
6,$129.00 ,,,,,,
6,$159.00 ,,,,,,
6,$100.00 ,,,,,,
6,$130.00 ,,,,,,
6,$99.00 ,,,,,,
6,$190.00 ,,,,,,
6,$50.00 ,,,,,,
6,$95.00 ,,,,,,
6,$60.00 ,,,,,,
6,$50.00 ,,,,,,
6,$85.00 ,,,,,,
6,$150.00 ,,,,,,
6,$165.00 ,,,,,,
6,$99.00 ,,,,,,
6,$285.00 ,,,,,,
6,$104.00 ,,,,,,
6,$40.00 ,,,,,,
6,$135.00 ,,,,,,
6,$85.00 ,,,,,,
6,$235.00 ,,,,,,
6,$165.00 ,,,,,,
7,$45.00 ,,,,,,
7,$150.00 ,,,,,,
7,$55.00 ,,,,,,
7,$35.00 ,,,,,,
7,$110.00 ,,,,,,
7,$165.00 ,,,,,,
7,$200.00 ,,,,,,
7,$75.00 ,,,,,,
7,$65.00 ,,,,,,
7,$40.00 ,,,,,,
7,$40.00 ,,,,,,
7,$75.00 ,,,,,,
7,$180.00 ,,,,,,
7,$116.00 ,,,,,,
7,$190.00 ,,,,,,
7,$60.00 ,,,,,,
7,$250.00 ,,,,,,
7,$95.00 ,,,,,,
7,$85.00 ,,,,,,
7,$78.00 ,,,,,,
7,$145.00 ,,,,,,
7,$95.00 ,,,,,,
7,$110.00 ,,,,,,
7,$350.00 ,,,,,,
7,$150.00 ,,,,,,
7,$65.00 ,,,,,,
7,$129.00 ,,,,,,
7,$250.00 ,,,,,,
7,$115.00 ,,,,,,
7,$76.00 ,,,,,,
7,$311.00 ,,,,,,
7,$91.00 ,,,,,,
7,$550.00 ,,,,,,
7,$200.00 ,,,,,,
7,$90.00 ,,,,,,
7,$189.00 ,,,,,,
7,$183.00 ,,,,,,
7,$156.00 ,,,,,,
7,$117.00 ,,,,,,
7,$103.00 ,,,,,,
7,$85.00 ,,,,,,
7,$100.00 ,,,,,,
7,$150.00 ,,,,,,
7,$100.00 ,,,,,,
7,$250.00 ,,,,,,
7,$120.00 ,,,,,,
7,$495.00 ,,,,,,
7,$75.00 ,,,,,,
7,$235.00 ,,,,,,
7,$199.00 ,,,,,,
7,$177.00 ,,,,,,
7,$79.00 ,,,,,,
7,$120.00 ,,,,,,
7,$295.00 ,,,,,,
7,$45.00 ,,,,,,
7,$75.00 ,,,,,,
7,$195.00 ,,,,,,
7,$199.00 ,,,,,,
7,$90.00 ,,,,,,
7,$50.00 ,,,,,,
7,$139.00 ,,,,,,
7,$126.00 ,,,,,,
7,$70.00 ,,,,,,
7,$85.00 ,,,,,,
7,$250.00 ,,,,,,
7,$109.00 ,,,,,,
7,$100.00 ,,,,,,
7,$250.00 ,,,,,,
7,$100.00 ,,,,,,
7,$119.00 ,,,,,,
7,$69.00 ,,,,,,
7,$48.00 ,,,,,,
7,$150.00 ,,,,,,
7,$120.00 ,,,,,,
7,$49.00 ,,,,,,
7,$140.00 ,,,,,,
7,$100.00 ,,,,,,
7,$150.00 ,,,,,,
7,$50.00 ,,,,,,
7,$68.00 ,,,,,,
7,$35.00 ,,,,,,
7,$209.00 ,,,,,,
7,$200.00 ,,,,,,
7,$200.00 ,,,,,,
7,$115.00 ,,,,,,
7,$275.00 ,,,,,,
7,$75.00 ,,,,,,
7,$98.00 ,,,,,,
7,$250.00 ,,,,,,
7,$87.00 ,,,,,,
7,$189.00 ,,,,,,
7,$70.00 ,,,,,,
7,$70.00 ,,,,,,
7,$29.00 ,,,,,,
7,$125.00 ,,,,,,
7,$120.00 ,,,,,,
7,$125.00 ,,,,,,
7,$125.00 ,,,,,,
7,$135.00 ,,,,,,
7,$67.00 ,,,,,,
7,$95.00 ,,,,,,
7,$55.00 ,,,,,,
7,$115.00 ,,,,,,
7,$65.00 ,,,,,,
7,$109.00 ,,,,,,
8,$90.00 ,,,,,,
8,$99.00 ,,,,,,
8,$450.00 ,,,,,,
8,$175.00 ,,,,,,
8,$69.00 ,,,,,,
8,$70.00 ,,,,,,
8,$600.00 ,,,,,,
8,$140.00 ,,,,,,
8,$84.00 ,,,,,,
8,$400.00 ,,,,,,
8,$88.00 ,,,,,,
8,$95.00 ,,,,,,
8,$90.00 ,,,,,,
8,$120.00 ,,,,,,
8,$45.00 ,,,,,,
8,$150.00 ,,,,,,
8,$85.00 ,,,,,,
8,$150.00 ,,,,,,
8,$150.00 ,,,,,,
8,$60.00 ,,,,,,
8,$105.00 ,,,,,,
8,$105.00 ,,,,,,
8,$108.00 ,,,,,,
8,$85.00 ,,,,,,
8,$200.00 ,,,,,,
8,$91.00 ,,,,,,
8,$75.00 ,,,,,,
